,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
59,3.670836877822876,0.017923617001037125,0.007199907302856445,0.0007480988987083249,mle,1.0,6,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7685279187817259,0.7553299492385787,0.7611788617886179,0.7632113821138211,0.766260162601626,0.7629016549048739,0.004545967288124744,54
62,9.885839319229126,0.1623239749522269,0.006503629684448242,0.0006357386128593184,mle,1.0,6,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7563451776649747,0.7532994923857868,0.7560975609756098,0.7652439024390244,0.7804878048780488,0.7622947876686889,0.009943862109029747,55
58,3.7068498611450194,0.04384056921138581,0.0070002079010009766,9.887905766166553e-07,mle,1.0,6,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.7604060913705584,0.7634517766497462,0.7510162601626016,0.7550813008130082,0.7784552845528455,0.761682142709752,0.00941732831376063,56
50,2.547098970413208,0.01695608440947442,0.006999969482421875,0.0006326359612153537,mle,1.0,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.7522842639593909,0.7796954314720812,0.7530487804878049,0.7540650406504065,0.766260162601626,0.7610707358342619,0.010624905254850847,57
55,10.665547037124634,0.07998106443889973,0.007001495361328125,0.001095630561535561,mle,1.0,4,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7644670050761422,0.7482233502538072,0.7550813008130082,0.7591463414634146,0.7754065040650406,0.7604649003342826,0.009163467183179265,58
60,6.281153821945191,0.04774491524350924,0.008201074600219727,0.000747326105698394,mle,1.0,6,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.7573604060913706,0.7543147208121828,0.7520325203252033,0.7611788617886179,0.7754065040650406,0.7600586026164831,0.008264423744020921,59
57,2.018314170837402,0.036034793972215595,0.007004451751708984,0.0007070805393164574,mle,1.0,6,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.7685279187817259,0.7532994923857868,0.7550813008130082,0.7560975609756098,0.7672764227642277,0.7600565391440716,0.00648035767433789,60
48,1.2699491024017333,0.013417812210551645,0.007302761077880859,0.00040159799000547344,mle,1.0,4,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.7441624365482233,0.7644670050761422,0.7520325203252033,0.7520325203252033,0.7835365853658537,0.7592462135281252,0.013775876709916793,61
53,4.937865543365478,0.11493373490318178,0.007399988174438476,0.0008001566412750009,mle,1.0,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7685279187817259,0.7370558375634517,0.7621951219512195,0.7601626016260162,0.766260162601626,0.7588403285048079,0.011282468118695713,62
51,2.45899019241333,0.022890756565054925,0.007599735260009765,0.0007998467770921253,mle,1.0,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7644670050761422,0.7299492385786802,0.7621951219512195,0.7571138211382114,0.7774390243902439,0.7582328422268994,0.01565028002217658,63
56,2.201745939254761,0.06358898050147606,0.0072018146514892575,0.0003991708804240806,mle,1.0,6,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.7614213197969543,0.750253807106599,0.741869918699187,0.7591463414634146,0.7754065040650406,0.7576195782262392,0.011273556095153915,64
146,0.0016005992889404296,0.0004905461332198248,0.0,0.0,100,0.01,4,100,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",,,,,,,,65
147,0.0012000083923339843,0.00040028124712177074,0.0,0.0,100,0.01,4,100,1,"{'pca__n_components': 100, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",,,,,,,,65
148,0.001199817657470703,0.00040037675645807053,0.0,0.0,100,0.01,4,200,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",,,,,,,,65
149,0.0011999130249023438,0.0004003286752172009,0.0,0.0,100,0.01,4,200,1,"{'pca__n_components': 100, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",,,,,,,,65
150,0.0016011238098144532,0.0004907812161727736,0.0,0.0,100,0.01,4,500,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",,,,,,,,65
156,0.0022002220153808593,0.0014696328117132092,0.0,0.0,100,0.01,6,200,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",,,,,,,,65
152,0.0013006210327148437,0.0004003321398039377,0.0,0.0,100,0.01,6,50,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",,,,,,,,65
