,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bag__max_features,param_bag__max_samples,param_bag__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
80,1.7311998367309571,0.026800922283977457,0.025320053100585938,0.0019549106176206432,1.0,1.0,100,3,"{'bag__max_features': 1.0, 'bag__max_samples': 1.0, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7705583756345178,0.7614213197969543,0.7611788617886179,0.75,0.7876016260162602,0.76615203664727,0.012549909524105573,37
18,0.6779606342315674,0.044670972515358766,0.00520172119140625,0.0007467621061805698,0.5,1.0,10,mle,"{'bag__max_features': 0.5, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.7736040609137056,0.7604060913705584,0.7693089430894309,0.7723577235772358,0.7530487804878049,0.7657451198877471,0.007847197934071393,38
58,0.5406187057495118,0.0695215044901152,0.017607402801513673,0.0018798592317483193,1.0,0.5,50,2,"{'bag__max_features': 1.0, 'bag__max_samples': 0.5, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7624365482233503,0.76751269035533,0.7571138211382114,0.7693089430894309,0.7703252032520326,0.7653394412116711,0.004927989314428513,39
9,0.547152328491211,0.01205890868516247,0.005500698089599609,0.0006365217512964942,0.5,0.75,10,mle,"{'bag__max_features': 0.5, 'bag__max_samples': 0.75, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.7685279187817259,0.7705583756345178,0.7560975609756098,0.7550813008130082,0.7764227642276422,0.7653375840865007,0.008377177236908432,40
67,0.6983401775360107,0.04216361524610495,0.020004653930664064,0.0065615398100905145,1.0,0.75,50,2,"{'bag__max_features': 1.0, 'bag__max_samples': 0.75, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7644670050761422,0.7624365482233503,0.7621951219512195,0.7571138211382114,0.7794715447154471,0.765136808220874,0.00756632738537543,41
29,0.11133303642272949,0.00902423367725826,0.004799938201904297,0.0007477871632875507,0.75,0.5,10,3,"{'bag__max_features': 0.75, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.7695431472081218,0.7543147208121828,0.7652439024390244,0.7560975609756098,0.7723577235772358,0.7635114110024348,0.0071719578509590355,42
50,0.8064959049224854,0.07751309417433903,0.019504690170288087,0.0029327273066227064,0.75,1.0,50,3,"{'bag__max_features': 0.75, 'bag__max_samples': 1.0, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.7583756345177665,0.7654822335025381,0.7642276422764228,0.7560975609756098,0.7733739837398373,0.7635114110024348,0.006049939535004192,42
79,1.5321051120758056,0.045059905126006224,0.03270244598388672,0.0029271636657102235,1.0,1.0,100,2,"{'bag__max_features': 1.0, 'bag__max_samples': 1.0, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.7654822335025381,0.76751269035533,0.7591463414634146,0.7560975609756098,0.7682926829268293,0.7633063018447445,0.004828324646701265,44
32,0.5379152774810791,0.06692863168303258,0.01561145782470703,0.0008495206729203729,0.75,0.5,50,3,"{'bag__max_features': 0.75, 'bag__max_samples': 0.5, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.7593908629441625,0.751269035532995,0.7560975609756098,0.7632113821138211,0.7845528455284553,0.7629043374190088,0.011513549741273266,45
56,0.1364278793334961,0.010587737748512724,0.0045051097869873045,0.0007767104056874285,1.0,0.5,10,3,"{'bag__max_features': 1.0, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.7654822335025381,0.7654822335025381,0.7601626016260162,0.7530487804878049,0.7652439024390244,0.7618839503115843,0.00486225933606219,46
64,0.14503126144409179,0.006110371580601899,0.0052001953125,0.0014696717745254961,1.0,0.75,10,2,"{'bag__max_features': 1.0, 'bag__max_samples': 0.75, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7695431472081218,0.7604060913705584,0.7530487804878049,0.7652439024390244,0.7601626016260162,0.7616809046263051,0.005530890919354058,47
38,0.14444541931152344,0.009249842683039989,0.004706764221191406,0.00040046201745811143,0.75,0.75,10,3,"{'bag__max_features': 0.75, 'bag__max_samples': 0.75, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.7583756345177665,0.749238578680203,0.7723577235772358,0.7367886178861789,0.7845528455284553,0.7602626800379679,0.016807293436003835,48
55,0.11042208671569824,0.004006394010806468,0.0048007965087890625,0.0007487817030029783,1.0,0.5,10,2,"{'bag__max_features': 1.0, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7614213197969543,0.7583756345177665,0.7439024390243902,0.7601626016260162,0.7764227642276422,0.7600569518385539,0.01032964267682571,49
74,0.2323543071746826,0.027868393250155516,0.012399768829345703,0.009199501161504442,1.0,1.0,10,3,"{'bag__max_features': 1.0, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.7472081218274111,0.7583756345177665,0.758130081300813,0.7560975609756098,0.7794715447154471,0.7598565886674095,0.010621059798692023,50
76,0.841871976852417,0.0817977084364339,0.021503734588623046,0.007625445925711403,1.0,1.0,50,2,"{'bag__max_features': 1.0, 'bag__max_samples': 1.0, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7573604060913706,0.7624365482233503,0.758130081300813,0.7591463414634146,0.7621951219512195,0.7598536998060337,0.0020900284080744864,51
73,0.17994632720947265,0.031870333570760384,0.007401847839355468,0.005816655224118746,1.0,1.0,10,2,"{'bag__max_features': 1.0, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7644670050761422,0.76751269035533,0.7489837398373984,0.7489837398373984,0.7672764227642277,0.7594447195740994,0.008608313111782385,52
47,0.17354063987731932,0.01747997325140195,0.005402469635009765,0.001354646980668035,0.75,1.0,10,3,"{'bag__max_features': 0.75, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.7563451776649747,0.7532994923857868,0.7510162601626016,0.7540650406504065,0.7815040650406504,0.7592460071808839,0.011258491372757244,53
65,0.19774093627929687,0.024902244176169576,0.004904365539550782,0.0011981303071700272,1.0,0.75,10,3,"{'bag__max_features': 1.0, 'bag__max_samples': 0.75, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.749238578680203,0.7553299492385787,0.7560975609756098,0.7540650406504065,0.7774390243902439,0.7584340307870083,0.009797230318413244,54
4,0.4335188388824463,0.04991748414816243,0.0194000244140625,0.003825773611181044,0.5,0.5,50,2,"{'bag__max_features': 0.5, 'bag__max_samples': 0.5, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7461928934010152,0.7705583756345178,0.7408536585365854,0.7408536585365854,0.7642276422764228,0.7525372456770253,0.012447407122245655,55
5,0.41552114486694336,0.03892861778336902,0.017003631591796874,0.0008987927817527006,0.5,0.5,50,3,"{'bag__max_features': 0.5, 'bag__max_samples': 0.5, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.749238578680203,0.7472081218274111,0.7428861788617886,0.7408536585365854,0.7632113821138211,0.748679584003962,0.007854418945448294,56
16,1.0655555725097656,0.11572986643311443,0.03770895004272461,0.006112785853156911,0.5,0.75,100,2,"{'bag__max_features': 0.5, 'bag__max_samples': 0.75, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.7380710659898477,0.7563451776649747,0.7459349593495935,0.7347560975609756,0.7642276422764228,0.7478669885683629,0.011055668041208477,57
34,0.8113884925842285,0.08513749830574355,0.03461513519287109,0.00202344322726974,0.75,0.5,100,2,"{'bag__max_features': 0.75, 'bag__max_samples': 0.5, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.7370558375634517,0.7543147208121828,0.7439024390243902,0.7398373983739838,0.7601626016260162,0.747054599480005,0.008792365201973693,58
8,0.8007281303405762,0.03325927770260076,0.0327181339263916,0.0025477322678772816,0.5,0.5,100,3,"{'bag__max_features': 0.5, 'bag__max_samples': 0.5, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7431472081218274,0.7543147208121828,0.7439024390243902,0.7408536585365854,0.7520325203252033,0.7468501093640378,0.005309151872173956,59
28,0.09272174835205078,0.011476091001077165,0.004401969909667969,0.0004914014882217349,0.75,0.5,10,2,"{'bag__max_features': 0.75, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7401015228426396,0.7522842639593909,0.7378048780487805,0.7367886178861789,0.758130081300813,0.7450218728075606,0.008586603506285494,60
7,0.784514331817627,0.04017846872718049,0.03542017936706543,0.004788579903655098,0.5,0.5,100,2,"{'bag__max_features': 0.5, 'bag__max_samples': 0.5, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.7309644670050761,0.7380710659898477,0.7520325203252033,0.7378048780487805,0.7611788617886179,0.7440103586315051,0.010982632230662917,61
49,0.6308362483978271,0.04719895155967212,0.022111034393310545,0.004156592876603193,0.75,1.0,50,2,"{'bag__max_features': 0.75, 'bag__max_samples': 1.0, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7380710659898477,0.7644670050761422,0.7459349593495935,0.7205284552845529,0.7408536585365854,0.7419710288473443,0.014128155429568579,62
23,0.5910158157348633,0.02597113645262998,0.01861581802368164,0.0022011527587947662,0.5,1.0,50,3,"{'bag__max_features': 0.5, 'bag__max_samples': 1.0, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.7472081218274111,0.7380710659898477,0.7215447154471545,0.7459349593495935,0.75,0.7405517725228015,0.010295404921784827,63
2,0.10152964591979981,0.010177531492264172,0.004805374145507813,0.00040292636600339476,0.5,0.5,10,3,"{'bag__max_features': 0.5, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.7299492385786802,0.732994923857868,0.7439024390243902,0.7367886178861789,0.7540650406504065,0.7395400519995048,0.008630162339228612,64
31,0.4226860046386719,0.03537521981245785,0.01630511283874512,0.0005945951455098142,0.75,0.5,50,2,"{'bag__max_features': 0.75, 'bag__max_samples': 0.5, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7177664974619289,0.7583756345177665,0.7439024390243902,0.7367886178861789,0.7408536585365854,0.73953736948537,0.013093457773962916,65
14,0.5627529144287109,0.06600014205666845,0.02550477981567383,0.004199709173156674,0.5,0.75,50,3,"{'bag__max_features': 0.5, 'bag__max_samples': 0.75, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.7461928934010152,0.732994923857868,0.7215447154471545,0.741869918699187,0.7530487804878049,0.7391302463786059,0.010936228414867247,66
40,0.558525562286377,0.055363614997613025,0.02290496826171875,0.005021090798679395,0.75,0.75,50,2,"{'bag__max_features': 0.75, 'bag__max_samples': 0.75, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7116751269035533,0.7522842639593909,0.7489837398373984,0.7164634146341463,0.7611788617886179,0.7381170814246214,0.020093268942398736,67
22,0.6165423393249512,0.07503596161062523,0.022704315185546876,0.003973149856995059,0.5,1.0,50,2,"{'bag__max_features': 0.5, 'bag__max_samples': 1.0, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7309644670050761,0.7593908629441625,0.7449186991869918,0.7317073170731707,0.7235772357723578,0.7381117163963518,0.012668762560537498,68
