,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
35,2.256759834289551,0.023364113117806232,0.008000898361206054,0.0006321893556194618,mle,0.1,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8275385624180354,0.8310955681841837,0.8362039314600184,0.8475933878095555,0.848338112923699,0.8381539125590983,0.008475021419316284,19
34,2.2506428241729735,0.021464015581156213,0.007800054550170898,0.0007481884144607818,mle,0.1,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.8324200129061805,0.8337782843106644,0.8360085049612274,0.845305594930376,0.8420384561139579,0.8379101706444813,0.0049510744353880665,20
17,1.231848669052124,0.057305807320040286,0.009402751922607422,0.002330847968822005,mle,0.01,4,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.8344496138554091,0.8245670184641646,0.8394975193863087,0.8397268198115568,0.8511640783748349,0.8378810099784548,0.008619708487233344,21
7,12.003947973251343,0.3563407800503855,0.008201837539672852,0.0003993600730461762,mle,0.001,4,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.8342310414454922,0.8247959990840775,0.8390727924622696,0.8398544984574335,0.8511040070205131,0.8378116676939571,0.008540238775059696,22
2,2.6805778980255126,0.06727038637637933,0.008607053756713867,0.000734879123711631,mle,0.001,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.8359197735173505,0.8254699306813214,0.8406700783790544,0.8364540773784709,0.8500044400566237,0.8377036600025642,0.00793116219421501,23
0,1.3914333820343017,0.05051244655990408,0.008504867553710938,0.0007747409581807596,mle,0.001,4,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.835336913757572,0.8253996752638482,0.841493475360627,0.8364358375719169,0.8487377180198392,0.8374807239947607,0.007674132347220983,24
41,2.489395523071289,0.048471702878875096,0.008001041412353516,2.648056674368824e-06,mle,0.1,6,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.8347696663127875,0.8296774495722226,0.8346535479029434,0.8409671266572167,0.8471027324630821,0.8374341045816504,0.00601599590697006,25
24,2.5557017803192137,0.08437333569774885,0.008600091934204102,0.0010196832850423658,mle,0.01,6,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.834176398343013,0.8210100126980161,0.8386220086717252,0.8402140832152089,0.8482049112249856,0.8364454828305898,0.008951270886129415,26
27,4.64181170463562,0.10025810036951266,0.008001756668090821,0.0006324157394889068,mle,0.01,6,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8338459376756386,0.823721351401986,0.8333194363378638,0.8375823396981573,0.8516420374113949,0.8360222205050082,0.00905279274017844,27
12,8.630180025100708,0.18923267451846526,0.007601547241210938,0.0004889533513489757,mle,0.001,6,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.8342986948104665,0.8220378234351255,0.8369413407821229,0.8361127324272493,0.8498764619539384,0.8358534106817805,0.008845161378549562,28
10,4.909081363677979,0.09775051724798689,0.008999967575073242,5.955694197080992e-07,mle,0.001,6,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.8345146651678845,0.8191521472137222,0.8391118777620279,0.834856791461686,0.8488160719602588,0.8352903107131159,0.009578940213931833,29
42,4.359959554672241,0.10351674545466097,0.011902141571044921,0.003776167450390235,mle,0.1,6,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.8256364620412581,0.8299116342971337,0.8354404652714083,0.8417279871591762,0.8432764483725887,0.835198599428313,0.006742840922041088,30
8,2.5118243217468263,0.07649766498433422,0.007999849319458009,0.0008945227606616317,mle,0.001,6,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.8330054747184579,0.8195892920335561,0.8380748144751103,0.8340229717335113,0.8464576183536269,0.8342300342628525,0.008719975935414676,31
5,5.190981101989746,0.21964743154255625,0.008600378036499023,0.0007997276300153093,mle,0.001,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8316446012614751,0.8243692624742397,0.8373895188860169,0.8313052405569916,0.8461729323701022,0.8341763111097651,0.007281132187947534,32
43,4.078192472457886,0.11839985616743318,0.008002853393554688,0.0010942387751026966,mle,0.1,6,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8305283207393993,0.8258784529236662,0.8330171766864003,0.838887788710081,0.8421847168027412,0.8340992911724576,0.005827671909058962,33
15,24.39695930480957,0.5908931706532696,0.009200143814086913,0.0009798514732176353,mle,0.001,6,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.8313427631715898,0.8178563250692146,0.8313495372300509,0.8356437088301509,0.8499313097122322,0.8332247288026478,0.010278202969840347,34
25,2.6138150691986084,0.08764144261082821,0.008402633666992187,0.000798745672269179,mle,0.01,6,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.8314832740065364,0.8178693353317098,0.8313234803635454,0.8355003960643709,0.8498216141956446,0.8331996199923614,0.010228075410887359,35
36,4.543438482284546,0.06380489150351265,0.00800023078918457,0.0006327113530845984,mle,0.1,4,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.8261282499635713,0.827889839505402,0.8331839406320354,0.838192070374385,0.837373784860974,0.8325535770672735,0.004867435559062991,36
37,4.703862428665161,0.22925126797426798,0.009003019332885743,0.0006323407043110893,mle,0.1,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8216683319802659,0.8255636045712857,0.8297027432669056,0.8399639372967564,0.8434122618693161,0.8320621757969059,0.008331778054826313,37
3,2.6636794567108155,0.1258810211408237,0.008401298522949218,0.0008039955637234797,mle,0.001,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8283660151127208,0.8222433855825475,0.8325273075960977,0.8270683940632035,0.8461285318038644,0.8312667268316869,0.008123092080046008,38
44,8.047266674041747,0.09472775544870538,0.008902406692504883,0.000661918209939425,mle,0.1,6,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.8193863319386332,0.8227872145548408,0.8286292003668807,0.8353622946718919,0.8342970868004952,0.8280924256665484,0.00625425095690781,39
